Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which of the following is the best example of job enrichment?,Increasing salary,Adding more meaningful tasks and autonomy,Reducing workload,Increasing supervision,2,"Job enrichment increases motivation by enhancing responsibility, autonomy, and meaningfulness of work.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Job rotation involves:,assigning employees permanently to one job,moving employees between different jobs to broaden skills,increasing job specialization,eliminating job roles,2,Job rotation helps employees develop diverse skills and reduces monotony.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Burnout is most accurately described as:,physical injury due to work hazards,"emotional exhaustion, depersonalization, and reduced accomplishment",increased job satisfaction,improved work-life balance,2,"Burnout consists of emotional exhaustion, depersonalization, and reduced personal accomplishment.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which factor is most strongly associated with reducing workplace stress?,Increased workload,Lack of control,Social support,Role ambiguity,3,Social support helps buffer the effects of stress and improves coping mechanisms.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following best describes organizational justice?,Equal salaries for all employees,Fairness in decision-making processes and outcomes,Strict enforcement of rules,High productivity levels,2,Organizational justice refers to employees’ perceptions of fairness in processes and outcomes.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Distributive justice refers to:,fairness of procedures,fairness of outcomes,fairness of communication,fairness of supervision,2,Distributive justice focuses on the perceived fairness of outcomes such as pay and rewards.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Procedural justice refers to:,fairness of outcomes received by employees,fairness of processes used to determine outcomes,fairness of interpersonal treatment by supervisors,fairness of communication flow in organizations,2,Procedural justice concerns the fairness of the methods and procedures used in decision-making.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Interactional justice primarily focuses on:,how rewards are distributed,how policies are written,the quality of interpersonal treatment during decision-making,the structure of the organization,3,Interactional justice involves respectful and dignified treatment in interactions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following is the best example of a work team rather than a simple group?,Individuals working independently on separate tasks,Employees sharing a workspace but not goals,Individuals interdependently working toward a common goal,Workers competing for individual bonuses,3,Teams are defined by interdependence and shared goals.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Social loafing refers to:,increased productivity in groups,reduced individual effort when working in groups,conflict among team members,overdependence on leadership,2,Social loafing occurs when individuals exert less effort in group settings.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which factor most effectively reduces social loafing?,Increasing group size,Reducing task visibility,Increasing individual accountability,Eliminating leadership,3,"Accountability ensures individual contributions are recognized, reducing loafing.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
